Date,Description,Category,Amount,Payment_Mode,Location,Month,Day_of_Week
2025-05-02,Flipkart,Shopping,2540.97,UPI,Andrewston,5,Friday
2025-12-10,Netflix,Entertainment,1328.58,Debit Card,Lopezshire,12,Wednesday
2026-03-07,Electricity,Bills,375.91,Credit Card,Guzmanfort,3,Saturday
2025-07-26,Metro,Travel,4339.99,Debit Card,Michaelstad,7,Saturday
2025-03-25,Zomato,Food,478.03,Credit Card,West Jacobfort,3,Tuesday
2025-07-04,Amazon,Shopping,2342.56,UPI,Markhaven,7,Friday
2026-02-13,Ola,Travel,190.01,Cash,Masseyfurt,2,Friday
2025-04-26,Mobile Recharge,Bills,4951.51,UPI,East Tammy,4,Saturday
2025-12-04,Netflix,Entertainment,4062.02,UPI,Crystalside,12,Thursday
2025-09-09,Internet,Bills,1792.12,Credit Card,North Matthewview,9,Tuesday
2026-02-04,Internet,Bills,947.66,Credit Card,East Victoriamouth,2,Wednesday
2025-10-05,Spotify,Entertainment,4563.17,Debit Card,Fryeview,10,Sunday
2025-08-05,Uber,Travel,2064.19,UPI,Leefurt,8,Tuesday
2025-12-27,Mobile Recharge,Bills,2189.95,Credit Card,New Steven,12,Saturday
2025-06-20,Ola,Travel,502.41,Debit Card,Harrellfurt,6,Friday
2025-08-15,Netflix,Entertainment,2592.04,UPI,Bradshawstad,8,Friday
2025-07-10,Netflix,Entertainment,160.06,Cash,Marktown,7,Thursday
2026-01-10,Ola,Travel,4707.05,UPI,New Alec,1,Saturday
2025-08-08,Movie,Entertainment,4017.99,UPI,Gilesshire,8,Friday
2025-12-03,Swiggy,Food,2828.94,Credit Card,West Cindy,12,Wednesday
2025-09-23,Zomato,Food,3788.92,Credit Card,East Michaelhaven,9,Tuesday
2025-03-08,Zomato,Food,4266.21,Debit Card,New Jodi,3,Saturday
2026-02-23,Spotify,Entertainment,2947.9,Credit Card,Larsonshire,2,Monday
2025-11-27,Ola,Travel,873.81,Debit Card,East Patriciaton,11,Thursday
2026-01-06,Flipkart,Shopping,1856.0,Credit Card,Cynthiaville,1,Tuesday
2025-10-05,Mall,Shopping,2102.16,Debit Card,Charlesberg,10,Sunday
2025-10-10,Netflix,Entertainment,110.72,Credit Card,East Omarville,10,Friday
2025-05-05,Restaurant,Food,4958.14,UPI,Timothyborough,5,Monday
2025-03-08,Flight,Travel,3416.94,Cash,Houstonmouth,3,Saturday
2025-04-21,Flipkart,Shopping,3706.91,Cash,Lake Manuelberg,4,Monday
2025-03-11,Flipkart,Shopping,1491.45,Debit Card,Lake Grantside,3,Tuesday
2026-01-23,Movie,Entertainment,1889.8,Credit Card,Nicholasfort,1,Friday
2025-04-19,Zomato,Food,4086.25,UPI,New David,4,Saturday
2025-05-01,Zomato,Food,3289.18,Credit Card,Port Susan,5,Thursday
2026-01-29,Ola,Travel,1104.53,Credit Card,Lake Sethchester,1,Thursday
2025-08-04,Flight,Travel,2171.64,UPI,Claireville,8,Monday
2025-10-19,Flipkart,Shopping,4042.24,Debit Card,South Jennifer,10,Sunday
2026-03-04,Amazon,Shopping,830.05,UPI,East Deanchester,3,Wednesday
2025-11-24,Netflix,Entertainment,347.76,Cash,Aprilmouth,11,Monday
2025-07-28,Ola,Travel,725.76,Cash,Port Deniseport,7,Monday
2025-10-04,Cafe,Food,1587.16,Credit Card,South Maryborough,10,Saturday
2025-04-18,Metro,Travel,4292.05,Cash,Nicholasfort,4,Friday
2025-06-11,Mall,Shopping,699.06,Cash,Saundersmouth,6,Wednesday
2025-05-31,Mobile Recharge,Bills,1129.37,Credit Card,Pamelafurt,5,Saturday
2025-11-07,Mobile Recharge,Bills,1174.32,Debit Card,Douglasburgh,11,Friday
2025-08-08,Metro,Travel,3755.38,Debit Card,East Daniellemouth,8,Friday
2025-07-01,Netflix,Entertainment,3120.02,Debit Card,Garyfort,7,Tuesday
2026-02-04,Uber,Travel,1235.06,Cash,Leestad,2,Wednesday
2025-03-18,Netflix,Entertainment,4326.37,Cash,South Julieberg,3,Tuesday
2026-02-15,Internet,Bills,65.3,Credit Card,Ramirezmouth,2,Sunday
2025-05-08,Swiggy,Food,2763.38,Debit Card,Davisbury,5,Thursday
2026-01-31,Amazon,Shopping,2309.29,Cash,Alicialand,1,Saturday
2026-01-25,Electricity,Bills,2362.71,Debit Card,Cortezmouth,1,Sunday
2025-09-18,Amazon,Shopping,1917.14,Credit Card,East Andrew,9,Thursday
2026-03-07,Metro,Travel,2883.9,UPI,South Lindsay,3,Saturday
2025-07-31,Internet,Bills,1832.32,Cash,Bestberg,7,Thursday
2025-09-01,Cafe,Food,1552.9,Cash,West Taraland,9,Monday
2025-08-14,Electricity,Bills,1488.51,UPI,Amberbury,8,Thursday
2025-07-02,Flight,Travel,543.06,Credit Card,East Elizabethview,7,Wednesday
2025-05-04,Mobile Recharge,Bills,3040.34,Cash,Mooreport,5,Sunday
2026-01-31,Mall,Shopping,4105.42,Cash,Sandraview,1,Saturday
2025-07-17,Mall,Shopping,3640.22,UPI,North Mariatown,7,Thursday
2025-05-21,Internet,Bills,2388.34,Cash,Lake Jeremy,5,Wednesday
2026-01-31,Netflix,Entertainment,3123.83,UPI,Cynthiaberg,1,Saturday
2025-10-16,Flight,Travel,3017.15,Credit Card,North Andrea,10,Thursday
2026-01-28,Uber,Travel,1128.86,Credit Card,West Anitaville,1,Wednesday
2025-09-25,Ola,Travel,2986.53,Credit Card,Andrewville,9,Thursday
2025-07-25,Electricity,Bills,4905.22,UPI,Thomasstad,7,Friday
2025-09-25,Mall,Shopping,2628.7,Credit Card,Laurenmouth,9,Thursday
2025-05-23,Flight,Travel,4492.49,Credit Card,Matthewport,5,Friday
2025-08-03,Amazon,Shopping,267.13,Credit Card,Susanton,8,Sunday
2025-12-24,Amazon,Shopping,3255.78,Debit Card,Petersonmouth,12,Wednesday
2026-02-02,Ola,Travel,4747.04,Cash,Angelamouth,2,Monday
2025-03-18,Zomato,Food,1868.17,Cash,Lake Coreyport,3,Tuesday
2025-06-07,Amazon,Shopping,2469.08,Debit Card,South Maria,6,Saturday
2025-08-03,Mall,Shopping,2651.45,Debit Card,North Jeremiahmouth,8,Sunday
2025-12-16,Mobile Recharge,Bills,1406.89,Debit Card,New Justin,12,Tuesday
2025-12-25,Electricity,Bills,3642.78,Debit Card,Melissaland,12,Thursday
2025-05-09,Mall,Shopping,4048.0,Cash,Michaelchester,5,Friday
2026-02-02,Mall,Shopping,3571.9,Cash,New Robertside,2,Monday
2025-07-17,Electricity,Bills,4383.73,Credit Card,Fernandoberg,7,Thursday
2025-03-19,Restaurant,Food,3992.89,UPI,Hernandezburgh,3,Wednesday
2025-05-09,Uber,Travel,4256.88,Cash,New Gregoryshire,5,Friday
2025-09-06,Netflix,Entertainment,1642.96,UPI,New Justin,9,Saturday
2026-01-02,Flipkart,Shopping,4596.69,Cash,Lake Chrismouth,1,Friday
2025-09-12,Mobile Recharge,Bills,717.25,Debit Card,East Heatherfurt,9,Friday
2025-06-05,Zomato,Food,1885.04,Cash,Lake Robert,6,Thursday
2025-05-19,Amazon,Shopping,59.13,UPI,Garciafort,5,Monday
2025-09-19,Netflix,Entertainment,3645.64,Credit Card,Port Brittanymouth,9,Friday
2026-02-21,Flipkart,Shopping,4907.22,Debit Card,Faithshire,2,Saturday
2026-02-16,Internet,Bills,1403.65,UPI,Corymouth,2,Monday
2026-02-07,Cafe,Food,2972.46,Debit Card,South Tiffany,2,Saturday
2025-07-07,Zomato,Food,671.25,Debit Card,Darrylview,7,Monday
2025-09-14,Movie,Entertainment,4041.99,Cash,Port Robert,9,Sunday
2025-12-08,Flipkart,Shopping,4253.68,Cash,Medinaton,12,Monday
2025-08-04,Movie,Entertainment,2453.67,Credit Card,Garciafort,8,Monday
2025-07-14,Internet,Bills,4821.92,Cash,West Andreaborough,7,Monday
2025-04-28,Flight,Travel,1047.71,Cash,Atkinschester,4,Monday
2026-02-12,Restaurant,Food,1011.18,Credit Card,Lindaland,2,Thursday
2025-04-09,Internet,Bills,4162.98,Debit Card,North Laurie,4,Wednesday
2025-11-25,Spotify,Entertainment,4454.62,Credit Card,Rosetown,11,Tuesday
2025-10-20,Mobile Recharge,Bills,1017.05,UPI,West Connieshire,10,Monday
2025-08-13,Mall,Shopping,263.66,Credit Card,New Sarah,8,Wednesday
2026-02-12,Swiggy,Food,4955.25,Cash,North Christopherview,2,Thursday
2026-02-28,Flipkart,Shopping,3048.75,Debit Card,Port Marcus,2,Saturday
2025-04-03,Metro,Travel,3549.95,UPI,Briannaview,4,Thursday
2026-03-04,Cafe,Food,3874.15,Debit Card,Jenniferchester,3,Wednesday
2025-07-06,Mobile Recharge,Bills,4664.58,UPI,West Richard,7,Sunday
2025-03-14,Movie,Entertainment,1286.32,Credit Card,Andersonstad,3,Friday
2025-07-13,Flipkart,Shopping,857.61,Credit Card,Evanshaven,7,Sunday
2026-01-10,Flipkart,Shopping,4038.37,UPI,Jeffreymouth,1,Saturday
2025-12-20,Movie,Entertainment,3418.27,UPI,Robertsonbury,12,Saturday
2025-08-30,Restaurant,Food,2287.73,Credit Card,Olsonchester,8,Saturday
2026-02-03,Flipkart,Shopping,2913.42,Cash,Lowerychester,2,Tuesday
2025-11-17,Internet,Bills,4769.1,Debit Card,Deniseton,11,Monday
2025-12-02,Restaurant,Food,3132.44,UPI,South Katrina,12,Tuesday
2026-02-03,Mall,Shopping,955.8,UPI,Flowerschester,2,Tuesday
2025-09-24,Swiggy,Food,1580.05,UPI,Port Brittany,9,Wednesday
2026-01-24,Zomato,Food,2796.01,Cash,North Mark,1,Saturday
2025-04-22,Cafe,Food,3777.44,UPI,West Andreachester,4,Tuesday
2025-03-22,Mall,Shopping,3787.14,Cash,Lake Mark,3,Saturday
2025-12-13,Mall,Shopping,610.1,Debit Card,Lake Stephaniemouth,12,Saturday
2026-01-11,Amazon,Shopping,2448.5,Cash,Jasmineside,1,Sunday
2025-11-14,Electricity,Bills,2211.05,Cash,Ryanland,11,Friday
2025-10-26,Ola,Travel,2989.98,Cash,Kempberg,10,Sunday
2026-03-05,Cafe,Food,2442.22,UPI,South Darryltown,3,Thursday
2026-02-22,Mobile Recharge,Bills,4977.45,UPI,North Elizabethborough,2,Sunday
2025-03-12,Flipkart,Shopping,1654.25,UPI,South Annetown,3,Wednesday
2026-01-08,Internet,Bills,2904.84,UPI,Lake Eric,1,Thursday
2025-09-06,Zomato,Food,3453.91,Debit Card,Buckchester,9,Saturday
2026-01-29,Amazon,Shopping,4101.06,UPI,East Colleen,1,Thursday
2025-09-22,Restaurant,Food,510.93,UPI,North Stephanieberg,9,Monday
2025-09-09,Internet,Bills,4226.47,Cash,Williamsside,9,Tuesday
2025-12-30,Amazon,Shopping,223.17,Debit Card,Port Tyrone,12,Tuesday
2026-01-01,Movie,Entertainment,4419.87,Cash,West Jimmymouth,1,Thursday
2025-06-01,Zomato,Food,476.53,Credit Card,Alvarezland,6,Sunday
2025-04-05,Electricity,Bills,3903.7,UPI,Lake Ernestfort,4,Saturday
2025-07-03,Mall,Shopping,3684.0,Debit Card,Heatherstad,7,Thursday
2025-10-01,Movie,Entertainment,2016.53,Credit Card,South Brianna,10,Wednesday
2025-12-25,Electricity,Bills,4174.99,Credit Card,West Mark,12,Thursday
2025-03-09,Swiggy,Food,1267.85,Debit Card,Priceville,3,Sunday
2026-01-15,Swiggy,Food,3398.57,UPI,Huynhton,1,Thursday
2025-04-28,Spotify,Entertainment,2815.17,Credit Card,West Katherinefort,4,Monday
2025-03-15,Restaurant,Food,99.89,Cash,Beckerton,3,Saturday
2025-05-07,Spotify,Entertainment,3456.58,Cash,East Makayla,5,Wednesday
2025-10-31,Amazon,Shopping,2455.23,Cash,Walkerfurt,10,Friday
2025-12-15,Metro,Travel,3667.09,Cash,East Brendaview,12,Monday
2025-10-28,Flight,Travel,2152.17,Credit Card,East Laura,10,Tuesday
2025-11-16,Electricity,Bills,4449.0,UPI,Michaelstad,11,Sunday
2025-05-21,Movie,Entertainment,2663.67,Credit Card,East Jessica,5,Wednesday
2026-01-17,Flight,Travel,1881.95,Credit Card,West Ryan,1,Saturday
2025-09-02,Mobile Recharge,Bills,1359.35,Debit Card,North Jennaside,9,Tuesday
2025-07-14,Mall,Shopping,2524.55,Debit Card,Williamsside,7,Monday
2025-10-27,Uber,Travel,2169.78,Credit Card,Christopherbury,10,Monday
2025-04-06,Restaurant,Food,4815.07,Credit Card,Port Rebeccafort,4,Sunday
2026-02-26,Metro,Travel,4343.5,UPI,Port Matthew,2,Thursday
2025-08-27,Swiggy,Food,4373.81,Cash,Lake Stacie,8,Wednesday
2025-04-19,Metro,Travel,3163.99,UPI,Banksborough,4,Saturday
2025-06-27,Spotify,Entertainment,3946.8,Cash,West Gerald,6,Friday
2025-03-30,Restaurant,Food,4829.91,UPI,Johnborough,3,Sunday
2025-08-20,Electricity,Bills,3993.22,UPI,West Johnbury,8,Wednesday
2025-04-23,Metro,Travel,4550.61,Cash,East Thomas,4,Wednesday
2026-01-29,Mobile Recharge,Bills,2469.78,Cash,Jasonland,1,Thursday
2025-03-23,Swiggy,Food,1148.81,UPI,North Brian,3,Sunday
2026-01-09,Movie,Entertainment,2623.09,Debit Card,East Joshuahaven,1,Friday
2025-09-08,Mall,Shopping,3686.86,Credit Card,Port Valerieland,9,Monday
2025-12-22,Electricity,Bills,3953.33,Cash,Smithmouth,12,Monday
2025-10-08,Amazon,Shopping,1020.92,Debit Card,New William,10,Wednesday
2025-08-22,Internet,Bills,2590.96,Credit Card,Cuevasborough,8,Friday
2025-05-09,Restaurant,Food,2821.44,UPI,Robertshire,5,Friday
2025-08-31,Amazon,Shopping,2365.34,Credit Card,Porterstad,8,Sunday
2025-04-30,Flight,Travel,3082.82,Cash,Port Michael,4,Wednesday
2025-04-13,Flipkart,Shopping,215.92,Debit Card,Brittneyland,4,Sunday
2025-11-24,Amazon,Shopping,4418.42,Credit Card,Lake Jamie,11,Monday
2025-12-17,Movie,Entertainment,1121.5,Credit Card,Lopezbury,12,Wednesday
2025-12-13,Internet,Bills,3063.07,UPI,Danielton,12,Saturday
2025-04-22,Mall,Shopping,3729.67,UPI,East Samuel,4,Tuesday
2025-12-29,Mobile Recharge,Bills,1247.52,UPI,Port Trevormouth,12,Monday
2025-12-21,Internet,Bills,1451.75,Cash,Hartfort,12,Sunday
2025-06-30,Ola,Travel,2837.91,Debit Card,South Danielfurt,6,Monday
2025-03-27,Uber,Travel,4804.47,UPI,Lake Jeffreyside,3,Thursday
2025-12-09,Zomato,Food,1390.17,Credit Card,Georgeside,12,Tuesday
2025-05-03,Uber,Travel,4513.56,Cash,West Ronaldton,5,Saturday
2025-09-10,Cafe,Food,3719.37,Cash,Lake Wendy,9,Wednesday
2025-06-03,Netflix,Entertainment,3839.58,Debit Card,Lake Stephenfurt,6,Tuesday
2025-07-29,Cafe,Food,3247.64,Credit Card,Brittanymouth,7,Tuesday
2025-10-11,Swiggy,Food,1951.56,Cash,Kelseyhaven,10,Saturday
2025-06-29,Cafe,Food,2241.87,UPI,North Juliefort,6,Sunday
2025-07-31,Restaurant,Food,1381.77,Credit Card,Erikbury,7,Thursday
2026-01-27,Mall,Shopping,269.91,Credit Card,New Victoriaton,1,Tuesday
2025-04-12,Mall,Shopping,2990.05,UPI,Dawnshire,4,Saturday
2025-04-02,Amazon,Shopping,2462.74,Cash,New Brianstad,4,Wednesday
2025-10-16,Movie,Entertainment,297.23,Cash,Gardnertown,10,Thursday
2025-11-02,Ola,Travel,231.14,UPI,Beardfort,11,Sunday
2025-06-04,Uber,Travel,4208.57,Credit Card,Caitlinmouth,6,Wednesday
2025-10-12,Netflix,Entertainment,2424.86,Debit Card,Lake Steven,10,Sunday
2025-10-18,Restaurant,Food,4616.88,Credit Card,South Emily,10,Saturday
2025-08-10,Spotify,Entertainment,3778.64,Cash,Cooktown,8,Sunday
2025-05-13,Amazon,Shopping,4097.84,Cash,Tammyberg,5,Tuesday
2025-05-14,Flipkart,Shopping,308.68,UPI,Kingburgh,5,Wednesday
2025-11-08,Amazon,Shopping,1442.61,Credit Card,Lake Courtney,11,Saturday
2026-02-08,Uber,Travel,3161.23,Debit Card,Lake Michelle,2,Sunday
2025-05-14,Restaurant,Food,3855.34,Credit Card,Markchester,5,Wednesday
2025-07-21,Mall,Shopping,2158.47,Credit Card,West Billy,7,Monday
2026-01-31,Restaurant,Food,2996.32,Cash,South Nicole,1,Saturday
2025-12-08,Movie,Entertainment,2537.35,Debit Card,East Carla,12,Monday
2026-01-16,Flipkart,Shopping,4260.48,Credit Card,Jaredmouth,1,Friday
2025-04-19,Mobile Recharge,Bills,2079.64,Credit Card,Port Johnborough,4,Saturday
2025-08-18,Flipkart,Shopping,2179.29,UPI,East Kristinahaven,8,Monday
2025-07-31,Swiggy,Food,2181.23,Debit Card,Wrightshire,7,Thursday
2025-08-17,Mobile Recharge,Bills,4166.76,Credit Card,Flowersfurt,8,Sunday
2025-08-08,Mobile Recharge,Bills,2601.09,Cash,South Johnview,8,Friday
2025-04-28,Restaurant,Food,2644.65,Cash,Harperborough,4,Monday
2025-04-17,Movie,Entertainment,612.11,Credit Card,Hernandezberg,4,Thursday
2025-05-07,Movie,Entertainment,952.1,Cash,Port Reginaldburgh,5,Wednesday
2025-04-21,Uber,Travel,2820.47,Debit Card,Alyssabury,4,Monday
2025-05-10,Mall,Shopping,4830.17,Debit Card,South Joshua,5,Saturday
2025-04-16,Mobile Recharge,Bills,4230.73,Debit Card,Martinshire,4,Wednesday
2025-06-16,Mobile Recharge,Bills,4441.69,Cash,Lake Nancy,6,Monday
2025-07-30,Electricity,Bills,1372.7,Cash,Chadport,7,Wednesday
2026-03-05,Movie,Entertainment,3764.23,UPI,Jessicaton,3,Thursday
2026-01-11,Ola,Travel,148.5,Debit Card,Bradleyport,1,Sunday
2025-12-19,Electricity,Bills,4143.46,UPI,Johnsonland,12,Friday
2025-04-29,Movie,Entertainment,56.6,UPI,West Loriville,4,Tuesday
2025-11-25,Movie,Entertainment,3220.48,UPI,Stevenshire,11,Tuesday
2025-06-08,Flipkart,Shopping,1373.31,Credit Card,Patrickhaven,6,Sunday
2025-12-13,Zomato,Food,4883.31,Cash,Jasonborough,12,Saturday
2025-10-29,Ola,Travel,4941.29,Credit Card,Lake Dawnmouth,10,Wednesday
2026-03-04,Netflix,Entertainment,1284.64,Cash,Lake Juliebury,3,Wednesday
2026-02-05,Mall,Shopping,3007.49,Cash,West Colleenborough,2,Thursday
2025-12-17,Mobile Recharge,Bills,1910.86,Cash,West Amandaland,12,Wednesday
2025-07-09,Electricity,Bills,257.31,Debit Card,Lake Thomas,7,Wednesday
2025-06-25,Spotify,Entertainment,4771.3,Credit Card,Kevinborough,6,Wednesday
2026-02-15,Ola,Travel,1520.86,UPI,Whiteville,2,Sunday
2026-02-07,Spotify,Entertainment,2708.53,UPI,Port Tinaville,2,Saturday
2026-01-13,Internet,Bills,4019.71,UPI,West Sharonfort,1,Tuesday
2026-01-26,Ola,Travel,4789.38,Cash,Miguelbury,1,Monday
2025-07-15,Ola,Travel,252.19,Cash,Port Jose,7,Tuesday
2025-10-22,Flight,Travel,1473.67,Credit Card,North Noahbury,10,Wednesday
2026-01-24,Netflix,Entertainment,3066.29,Cash,Powellborough,1,Saturday
2026-03-07,Ola,Travel,4660.38,Credit Card,North Rickyfort,3,Saturday
2026-01-27,Amazon,Shopping,2348.97,Cash,Isaactown,1,Tuesday
2025-12-23,Electricity,Bills,2187.74,Credit Card,Levyport,12,Tuesday
2025-10-10,Flipkart,Shopping,666.97,Debit Card,West Audreychester,10,Friday
2025-11-23,Mall,Shopping,3463.28,Debit Card,Jillhaven,11,Sunday
2025-11-18,Spotify,Entertainment,4159.06,UPI,Port Alison,11,Tuesday
2025-11-18,Mobile Recharge,Bills,300.88,Debit Card,East Lisafurt,11,Tuesday
2025-11-14,Netflix,Entertainment,1618.57,Credit Card,North Robert,11,Friday
2026-02-16,Swiggy,Food,2305.08,UPI,Sethmouth,2,Monday
2025-12-14,Ola,Travel,4982.94,Credit Card,Fisherton,12,Sunday
2025-05-31,Netflix,Entertainment,4863.57,Debit Card,Paulshire,5,Saturday
2025-09-23,Movie,Entertainment,4070.0,Credit Card,Kempfort,9,Tuesday
2026-01-12,Uber,Travel,3990.76,Debit Card,West Katherinechester,1,Monday
2026-01-01,Ola,Travel,60.97,UPI,Parkborough,1,Thursday
2025-07-29,Electricity,Bills,3008.8,UPI,Priscillamouth,7,Tuesday
2025-11-03,Mall,Shopping,3800.37,UPI,Port Elizabethchester,11,Monday
2026-01-17,Mall,Shopping,2066.5,Credit Card,Stewartfort,1,Saturday
2025-06-16,Cafe,Food,493.96,Debit Card,Catherineborough,6,Monday
2025-08-26,Movie,Entertainment,3340.21,Cash,East Cindymouth,8,Tuesday
2025-06-08,Netflix,Entertainment,3051.32,Cash,Port Danielview,6,Sunday
2025-04-08,Netflix,Entertainment,245.97,Debit Card,Lake Courtney,4,Tuesday
2025-05-11,Netflix,Entertainment,4558.47,Cash,Michelleborough,5,Sunday
2025-03-24,Restaurant,Food,270.37,Debit Card,Alexfort,3,Monday
2025-05-07,Swiggy,Food,2106.55,Credit Card,Port Vanessashire,5,Wednesday
2025-08-05,Flipkart,Shopping,1693.72,UPI,East Matthew,8,Tuesday
2025-10-06,Flight,Travel,1249.48,Debit Card,Williamsfort,10,Monday
2025-03-29,Mall,Shopping,2032.5,UPI,Timothymouth,3,Saturday
2025-03-10,Flipkart,Shopping,189.19,UPI,Lake Matthew,3,Monday
2026-01-03,Zomato,Food,1720.45,Credit Card,Youngstad,1,Saturday
2025-11-12,Amazon,Shopping,4194.66,Credit Card,South Nathanfort,11,Wednesday
2025-09-25,Zomato,Food,3249.51,Debit Card,South Peterbury,9,Thursday
2025-09-02,Cafe,Food,2368.01,UPI,Kennethfort,9,Tuesday
2025-08-20,Zomato,Food,1479.35,Credit Card,Miguelside,8,Wednesday
2025-09-08,Cafe,Food,1042.86,Debit Card,New Holly,9,Monday
2025-12-23,Mall,Shopping,3614.02,Debit Card,Kellyland,12,Tuesday
2025-12-07,Mobile Recharge,Bills,189.53,Credit Card,North Robynville,12,Sunday
2025-06-26,Flipkart,Shopping,266.32,Debit Card,North Erichaven,6,Thursday
2025-06-19,Mobile Recharge,Bills,4373.21,Cash,Paulfort,6,Thursday
2025-08-13,Restaurant,Food,2673.75,Cash,Monicahaven,8,Wednesday
2025-07-09,Amazon,Shopping,1024.24,Credit Card,Lake Kaylaport,7,Wednesday
2025-06-04,Flipkart,Shopping,4374.27,Debit Card,North Sarahbury,6,Wednesday
2025-08-17,Ola,Travel,2709.79,UPI,Stewartchester,8,Sunday
2025-07-07,Electricity,Bills,358.71,Cash,North Stephanie,7,Monday
2026-01-28,Uber,Travel,62.33,Cash,New Johnhaven,1,Wednesday
2025-09-06,Restaurant,Food,2643.12,UPI,Port Stevenside,9,Saturday
2025-07-07,Metro,Travel,679.75,UPI,Patrickside,7,Monday
2025-08-28,Movie,Entertainment,4233.33,Credit Card,Simmonsmouth,8,Thursday
2026-02-26,Electricity,Bills,4908.87,Credit Card,Port Duane,2,Thursday
2025-04-11,Uber,Travel,3372.81,UPI,Alexanderborough,4,Friday
2025-03-12,Amazon,Shopping,3143.66,Cash,Joshuaton,3,Wednesday
2025-11-04,Ola,Travel,1835.22,Cash,Port Travis,11,Tuesday
2025-12-20,Mobile Recharge,Bills,1065.04,Debit Card,Kristenmouth,12,Saturday
2025-09-17,Spotify,Entertainment,1360.93,Credit Card,Jonesview,9,Wednesday
2025-11-11,Flight,Travel,1104.67,Debit Card,Williamston,11,Tuesday
2026-01-17,Mobile Recharge,Bills,1676.13,Cash,Greenefurt,1,Saturday
2025-06-15,Amazon,Shopping,2809.3,Debit Card,South William,6,Sunday
2025-04-27,Internet,Bills,4673.19,Cash,New Richardport,4,Sunday
2025-05-02,Mall,Shopping,1805.85,Debit Card,Codyton,5,Friday
2025-04-17,Mobile Recharge,Bills,3417.15,Credit Card,Blackburnville,4,Thursday
2025-12-06,Mall,Shopping,1666.25,UPI,West Sarah,12,Saturday
2025-05-08,Internet,Bills,804.53,UPI,Ingramfurt,5,Thursday
2026-01-23,Movie,Entertainment,1223.46,UPI,Janeton,1,Friday
2025-07-20,Cafe,Food,1559.05,Credit Card,Katherinechester,7,Sunday
2025-12-18,Internet,Bills,4562.67,Debit Card,Nolanfort,12,Thursday
2026-01-05,Flight,Travel,2697.0,Credit Card,Avilamouth,1,Monday
2025-07-07,Mobile Recharge,Bills,728.3,Cash,Andrewbury,7,Monday
2025-08-26,Netflix,Entertainment,4665.44,UPI,West Jamestown,8,Tuesday
2025-10-02,Mobile Recharge,Bills,1541.2,Credit Card,Morganmouth,10,Thursday
2026-02-27,Spotify,Entertainment,453.08,Debit Card,Caldwellfurt,2,Friday
2025-05-27,Uber,Travel,4771.33,Credit Card,Kelseyhaven,5,Tuesday
2025-08-15,Cafe,Food,1526.63,Cash,South Taylor,8,Friday
2025-07-01,Internet,Bills,1446.44,Cash,Lake Melissa,7,Tuesday
2025-06-27,Cafe,Food,4228.6,Cash,North Thomas,6,Friday
2025-03-17,Flight,Travel,3715.5,Credit Card,Robertborough,3,Monday
2026-02-14,Spotify,Entertainment,3021.81,UPI,Stonemouth,2,Saturday
2025-09-07,Swiggy,Food,913.05,Credit Card,South Bryan,9,Sunday
2025-04-28,Restaurant,Food,4545.76,Credit Card,Port Tina,4,Monday
2025-03-14,Flight,Travel,2035.62,Cash,Ashleyhaven,3,Friday
2025-09-09,Mobile Recharge,Bills,4617.72,Credit Card,North Carolborough,9,Tuesday
2025-12-30,Movie,Entertainment,4925.1,Cash,East Sherryberg,12,Tuesday
2025-09-08,Ola,Travel,4019.75,UPI,Smithhaven,9,Monday
2025-05-05,Flight,Travel,2534.91,Cash,Lake Stephenstad,5,Monday
2025-09-03,Flight,Travel,261.04,Credit Card,Amymouth,9,Wednesday
2025-06-23,Movie,Entertainment,1200.56,Debit Card,Moniquetown,6,Monday
2025-09-10,Amazon,Shopping,2235.51,UPI,Candacechester,9,Wednesday
2025-11-23,Amazon,Shopping,2894.87,Debit Card,East Mitchell,11,Sunday
2025-06-19,Amazon,Shopping,2979.92,Credit Card,Taratown,6,Thursday
2025-06-06,Cafe,Food,4072.06,Cash,Crawfordton,6,Friday
2025-10-02,Uber,Travel,4038.25,Credit Card,Melissamouth,10,Thursday
2025-04-22,Zomato,Food,2523.74,UPI,West Catherinemouth,4,Tuesday
2025-09-21,Uber,Travel,2623.8,Cash,Beverlyfurt,9,Sunday
2025-03-23,Uber,Travel,3980.47,UPI,Adamborough,3,Sunday
2025-12-20,Mobile Recharge,Bills,1940.59,Debit Card,Angelabury,12,Saturday
2026-02-14,Zomato,Food,533.76,Credit Card,West Marychester,2,Saturday
2026-01-08,Swiggy,Food,3736.92,UPI,New Jill,1,Thursday
2025-09-14,Electricity,Bills,1139.01,Cash,Christopherfort,9,Sunday
2025-03-20,Swiggy,Food,3750.13,Debit Card,Port Heather,3,Thursday
2025-08-25,Cafe,Food,623.52,Credit Card,Jasminefort,8,Monday
2026-01-25,Mobile Recharge,Bills,2585.24,Cash,New Marychester,1,Sunday
2025-06-21,Metro,Travel,4122.48,Debit Card,Jamesside,6,Saturday
2025-08-08,Electricity,Bills,3071.35,UPI,North Rebecca,8,Friday
2025-03-31,Swiggy,Food,4170.11,UPI,West Josebury,3,Monday
2025-12-15,Ola,Travel,2415.97,Debit Card,Port Jasmine,12,Monday
2025-04-15,Flipkart,Shopping,1687.17,UPI,East Ericborough,4,Tuesday
2026-01-25,Internet,Bills,4056.12,Debit Card,West Carlos,1,Sunday
2025-04-23,Ola,Travel,3766.04,Credit Card,North Morgan,4,Wednesday
