Date,Description,Category,Amount,Payment_Mode,Location
2025-04-08,Restaurant,Food,1340.49,Debit Card,Pune
2026-02-03,Metro,Travel,992.1,UPI,Delhi
2025-10-04,Flipkart,Shopping,1662.13,Cash,Bangalore
2025-04-20,Swiggy,Food,3522.93,Credit Card,Pune
2025-03-13,Internet Bill,Bills,309.87,Credit Card,Hyderabad
2025-06-19,Electricity Bill,Bills,2528.69,Credit Card,Delhi
2026-01-12,Movie Ticket,Entertainment,1826.01,Debit Card,Chennai
2025-12-11,Metro,Travel,2372.3,Debit Card,Hyderabad
2025-12-23,Mobile Recharge,Bills,3120.85,Cash,Hyderabad
2025-12-07,Internet Bill,Bills,1690.77,Debit Card,Pune
2026-02-23,Electricity Bill,Bills,938.29,Credit Card,Hyderabad
2025-09-17,Internet Bill,Bills,4833.14,Cash,Hyderabad
2026-01-14,Ola,Travel,2432.71,UPI,Chennai
2025-03-14,Flight,Travel,138.62,Credit Card,Delhi
2025-11-26,Netflix,Entertainment,4241.15,Debit Card,Kolkata
2025-06-28,Internet Bill,Bills,4128.78,Cash,Chennai
2025-11-19,Amazon,Shopping,4386.54,UPI,Mumbai
2026-01-15,Zomato,Food,3432.16,Debit Card,Delhi
2025-04-09,Zomato,Food,4838.86,UPI,Chennai
2025-06-02,Flight,Travel,839.04,Cash,Hyderabad
2025-04-07,Amazon,Shopping,1173.48,Debit Card,Chennai
2025-08-01,Spotify,Entertainment,4267.34,Debit Card,Kolkata
2025-03-24,Electricity Bill,Bills,1219.99,Cash,Delhi
2025-03-11,Flipkart,Shopping,346.75,Debit Card,Pune
2025-09-11,Netflix,Entertainment,4452.58,Credit Card,Hyderabad
2025-08-06,Mobile Recharge,Bills,3928.19,Cash,Chennai
2025-05-22,Mall,Shopping,4571.12,Cash,Mumbai
2025-12-05,Flight,Travel,2341.59,Debit Card,Hyderabad
2025-10-27,Swiggy,Food,260.42,Cash,Hyderabad
2025-08-30,Movie Ticket,Entertainment,2363.25,Debit Card,Bangalore
2025-07-03,Flipkart,Shopping,4270.32,Credit Card,Chennai
2025-06-03,Internet Bill,Bills,1500.26,UPI,Kolkata
2025-12-14,Electricity Bill,Bills,2793.75,Credit Card,Hyderabad
2025-05-22,Electricity Bill,Bills,1244.3,Cash,Kolkata
2025-12-25,Flipkart,Shopping,1069.65,Cash,Bangalore
2026-02-12,Swiggy,Food,3556.39,Credit Card,Bangalore
2025-12-07,Uber,Travel,1672.26,Debit Card,Kolkata
2025-09-25,Movie Ticket,Entertainment,1956.36,UPI,Mumbai
2025-07-24,Movie Ticket,Entertainment,1272.13,UPI,Delhi
2025-08-21,Mobile Recharge,Bills,2109.02,Debit Card,Delhi
2025-09-27,Spotify,Entertainment,4540.53,Credit Card,Kolkata
2025-10-08,Spotify,Entertainment,2566.13,Debit Card,Hyderabad
2026-02-17,Spotify,Entertainment,917.72,Debit Card,Pune
2025-08-16,Flipkart,Shopping,3464.82,Credit Card,Mumbai
2025-06-14,Mobile Recharge,Bills,1763.29,UPI,Delhi
2025-07-08,Movie Ticket,Entertainment,4890.1,Credit Card,Pune
2025-09-01,Uber,Travel,801.27,Credit Card,Hyderabad
2025-08-26,Movie Ticket,Entertainment,2938.8,Debit Card,Bangalore
2026-01-05,Swiggy,Food,3437.37,Credit Card,Pune
2025-03-22,Netflix,Entertainment,2987.71,UPI,Mumbai
2025-03-19,Zomato,Food,3818.68,Credit Card,Pune
2025-07-17,Electricity Bill,Bills,2244.86,UPI,Hyderabad
2025-09-06,Metro,Travel,3568.9,Cash,Delhi
2025-03-26,Electricity Bill,Bills,2041.82,Debit Card,Mumbai
2025-09-02,Netflix,Entertainment,4149.32,Credit Card,Pune
2025-09-18,Netflix,Entertainment,2078.28,UPI,Kolkata
2025-10-20,Movie Ticket,Entertainment,1444.46,Cash,Bangalore
2025-12-18,Spotify,Entertainment,2507.04,Debit Card,Delhi
2025-09-14,Restaurant,Food,3438.23,UPI,Mumbai
2026-02-14,Cafe,Food,1023.59,Cash,Bangalore
2026-03-03,Internet Bill,Bills,3519.91,Debit Card,Pune
2025-09-25,Mobile Recharge,Bills,4026.41,Debit Card,Hyderabad
2025-04-30,Flight,Travel,1070.73,Cash,Bangalore
2025-11-07,Flight,Travel,4838.92,Debit Card,Kolkata
2025-08-13,Mall,Shopping,2213.0,Debit Card,Mumbai
2025-04-05,Metro,Travel,4003.71,Credit Card,Hyderabad
2025-07-25,Zomato,Food,3503.78,Credit Card,Delhi
2025-04-14,Electricity Bill,Bills,610.47,Credit Card,Mumbai
2025-08-09,Spotify,Entertainment,4593.08,Debit Card,Mumbai
2025-10-06,Mall,Shopping,3334.99,UPI,Chennai
2026-02-07,Restaurant,Food,2781.01,Credit Card,Delhi
2025-07-16,Movie Ticket,Entertainment,4112.71,Debit Card,Bangalore
2025-04-13,Flight,Travel,2567.03,UPI,Delhi
2025-05-01,Amazon,Shopping,1398.23,UPI,Mumbai
2026-01-30,Electricity Bill,Bills,2428.22,Credit Card,Kolkata
2026-01-30,Amazon,Shopping,2279.9,Credit Card,Hyderabad
2025-04-11,Mobile Recharge,Bills,1814.96,Debit Card,Mumbai
2026-02-18,Mall,Shopping,2328.91,Debit Card,Delhi
2025-12-10,Cafe,Food,3811.94,Credit Card,Delhi
2025-07-23,Mobile Recharge,Bills,1470.77,Cash,Chennai
2025-10-24,Electricity Bill,Bills,1467.81,Cash,Mumbai
2025-04-05,Mall,Shopping,4354.77,UPI,Chennai
2026-02-18,Mobile Recharge,Bills,1159.54,Credit Card,Mumbai
2026-02-25,Movie Ticket,Entertainment,2282.55,Cash,Mumbai
2025-03-24,Internet Bill,Bills,363.94,Debit Card,Chennai
2025-05-23,Ola,Travel,401.6,UPI,Bangalore
2025-08-28,Mobile Recharge,Bills,3052.15,UPI,Bangalore
2025-05-26,Flipkart,Shopping,4889.16,Credit Card,Chennai
2025-07-03,Cafe,Food,2840.05,UPI,Mumbai
2025-05-21,Internet Bill,Bills,4676.8,UPI,Pune
2025-03-19,Mobile Recharge,Bills,353.1,Debit Card,Delhi
2025-08-12,Internet Bill,Bills,3042.39,UPI,Pune
2025-10-07,Internet Bill,Bills,1487.34,Credit Card,Hyderabad
2025-05-09,Mobile Recharge,Bills,4568.57,Cash,Bangalore
2025-11-18,Flipkart,Shopping,1024.33,Credit Card,Kolkata
2026-01-29,Mall,Shopping,3689.32,UPI,Hyderabad
2025-08-06,Internet Bill,Bills,584.02,Debit Card,Pune
2025-07-31,Zomato,Food,1331.63,Debit Card,Delhi
2026-03-08,Internet Bill,Bills,440.63,Cash,Hyderabad
2026-02-22,Restaurant,Food,3702.11,Cash,Bangalore
2025-05-06,Uber,Travel,4351.73,Debit Card,Pune
2026-01-11,Amazon,Shopping,2742.76,Debit Card,Pune
2025-11-28,Swiggy,Food,3437.14,Cash,Delhi
2025-10-01,Mall,Shopping,1480.92,Cash,Delhi
2025-12-30,Amazon,Shopping,4412.31,Cash,Hyderabad
2025-11-26,Amazon,Shopping,3262.24,Credit Card,Delhi
2025-10-06,Restaurant,Food,1356.07,Credit Card,Delhi
2025-07-14,Netflix,Entertainment,2413.43,UPI,Bangalore
2025-07-14,Spotify,Entertainment,1722.54,Debit Card,Hyderabad
2025-05-14,Swiggy,Food,740.5,UPI,Chennai
2025-05-16,Internet Bill,Bills,935.8,Debit Card,Chennai
2026-02-07,Restaurant,Food,927.14,Credit Card,Delhi
2026-01-26,Amazon,Shopping,4232.35,UPI,Bangalore
2025-10-19,Internet Bill,Bills,3762.05,Credit Card,Hyderabad
2026-01-22,Netflix,Entertainment,3030.33,UPI,Delhi
2026-01-12,Ola,Travel,1162.8,Credit Card,Chennai
2025-07-20,Metro,Travel,1725.87,Credit Card,Kolkata
2025-10-21,Flipkart,Shopping,3067.69,Credit Card,Chennai
2026-02-23,Electricity Bill,Bills,4984.33,Debit Card,Chennai
2025-07-29,Amazon,Shopping,2239.1,Cash,Pune
2025-06-29,Netflix,Entertainment,1427.98,Cash,Hyderabad
2025-11-29,Netflix,Entertainment,3175.87,Debit Card,Mumbai
2025-07-25,Spotify,Entertainment,4862.11,Debit Card,Hyderabad
2026-01-08,Mobile Recharge,Bills,4343.72,UPI,Bangalore
2025-11-30,Spotify,Entertainment,2918.53,Debit Card,Pune
2026-02-13,Uber,Travel,886.76,Debit Card,Mumbai
2025-06-03,Uber,Travel,1247.62,Credit Card,Hyderabad
2025-10-24,Netflix,Entertainment,4607.66,Credit Card,Hyderabad
2025-06-05,Ola,Travel,1602.46,Credit Card,Bangalore
2025-09-21,Mobile Recharge,Bills,3071.16,Debit Card,Kolkata
2025-11-26,Mall,Shopping,4914.74,UPI,Bangalore
2025-11-08,Netflix,Entertainment,4533.22,UPI,Pune
2025-11-20,Mall,Shopping,4331.06,UPI,Mumbai
2025-10-16,Netflix,Entertainment,3390.37,UPI,Mumbai
2025-11-22,Electricity Bill,Bills,652.08,Cash,Delhi
2026-01-24,Netflix,Entertainment,4168.54,Debit Card,Kolkata
2025-05-05,Restaurant,Food,259.05,Cash,Bangalore
2025-03-10,Electricity Bill,Bills,2274.98,Cash,Kolkata
2026-02-25,Restaurant,Food,2133.14,Cash,Bangalore
2025-05-01,Cafe,Food,4160.35,Cash,Mumbai
2025-11-10,Spotify,Entertainment,3436.92,Debit Card,Pune
2025-06-13,Zomato,Food,1686.49,Credit Card,Bangalore
2026-01-26,Ola,Travel,4346.25,UPI,Delhi
2025-10-27,Ola,Travel,4977.09,Cash,Mumbai
2025-08-18,Netflix,Entertainment,4036.12,Debit Card,Hyderabad
2025-07-19,Amazon,Shopping,901.6,Credit Card,Mumbai
2025-10-12,Spotify,Entertainment,2444.4,Credit Card,Kolkata
2025-08-06,Mall,Shopping,3529.09,UPI,Bangalore
2025-09-29,Cafe,Food,2431.47,UPI,Hyderabad
2025-06-29,Flight,Travel,1628.36,Cash,Kolkata
2025-07-04,Movie Ticket,Entertainment,4730.44,Credit Card,Delhi
2026-01-15,Spotify,Entertainment,4798.25,Debit Card,Delhi
2026-03-06,Flipkart,Shopping,1802.48,Credit Card,Chennai
2025-08-21,Uber,Travel,2043.52,Credit Card,Chennai
2025-06-03,Spotify,Entertainment,3710.34,Cash,Pune
2026-02-19,Amazon,Shopping,3746.32,Credit Card,Kolkata
2026-02-11,Cafe,Food,420.75,Cash,Mumbai
2025-04-16,Zomato,Food,997.1,UPI,Pune
2025-05-14,Cafe,Food,2534.94,UPI,Hyderabad
2025-11-10,Flipkart,Shopping,4469.22,Cash,Mumbai
2025-05-31,Electricity Bill,Bills,4390.75,Credit Card,Delhi
2025-04-13,Electricity Bill,Bills,2088.31,Cash,Delhi
2025-10-19,Internet Bill,Bills,3390.71,Debit Card,Hyderabad
2025-10-08,Cafe,Food,2658.75,Debit Card,Pune
2025-11-09,Spotify,Entertainment,4315.4,Debit Card,Pune
2025-04-13,Mall,Shopping,808.17,Credit Card,Chennai
2025-09-18,Flipkart,Shopping,591.24,UPI,Bangalore
2025-12-25,Mobile Recharge,Bills,2474.48,UPI,Chennai
2025-11-09,Mall,Shopping,4914.82,Credit Card,Bangalore
2025-10-19,Ola,Travel,4603.96,Cash,Bangalore
2026-02-17,Flipkart,Shopping,1285.12,Cash,Pune
2026-01-11,Uber,Travel,1981.92,Debit Card,Delhi
2026-01-08,Restaurant,Food,4221.92,Credit Card,Kolkata
2026-01-19,Netflix,Entertainment,1868.01,UPI,Delhi
2025-11-19,Swiggy,Food,4183.14,Cash,Bangalore
2026-01-24,Spotify,Entertainment,3190.61,UPI,Bangalore
2025-04-03,Internet Bill,Bills,2897.19,Debit Card,Pune
2025-08-14,Uber,Travel,3997.02,Cash,Chennai
2025-03-27,Electricity Bill,Bills,232.01,Credit Card,Bangalore
2026-01-17,Uber,Travel,1605.83,Debit Card,Pune
2025-12-11,Mobile Recharge,Bills,264.29,Debit Card,Mumbai
2025-03-18,Internet Bill,Bills,3529.27,Cash,Hyderabad
2025-12-07,Zomato,Food,840.36,Cash,Chennai
2025-09-08,Uber,Travel,3394.36,Debit Card,Pune
2025-06-01,Cafe,Food,568.17,Credit Card,Mumbai
2025-08-08,Spotify,Entertainment,906.88,Cash,Bangalore
2026-01-26,Amazon,Shopping,1081.05,UPI,Kolkata
2025-05-28,Uber,Travel,3601.32,Cash,Delhi
2025-12-06,Flight,Travel,4782.86,Credit Card,Mumbai
2025-10-04,Mobile Recharge,Bills,2468.87,UPI,Pune
2025-10-31,Mobile Recharge,Bills,4574.45,Credit Card,Kolkata
2025-08-29,Flight,Travel,1147.14,UPI,Bangalore
2025-05-19,Netflix,Entertainment,3665.41,UPI,Pune
2025-04-26,Mall,Shopping,4647.57,Credit Card,Kolkata
2026-02-27,Amazon,Shopping,1284.32,Credit Card,Bangalore
2025-12-26,Restaurant,Food,426.53,UPI,Kolkata
2025-12-17,Electricity Bill,Bills,582.41,Credit Card,Kolkata
2025-07-22,Flipkart,Shopping,90.9,Credit Card,Kolkata
2025-07-30,Cafe,Food,3350.69,Debit Card,Bangalore
2025-11-26,Netflix,Entertainment,1451.11,Cash,Bangalore
2025-10-15,Cafe,Food,1468.36,UPI,Chennai
2025-03-27,Swiggy,Food,2031.7,Credit Card,Hyderabad
2025-05-18,Zomato,Food,66.16,UPI,Bangalore
2026-01-25,Swiggy,Food,3339.93,Cash,Delhi
2025-12-10,Electricity Bill,Bills,2717.21,Credit Card,Chennai
2025-10-01,Netflix,Entertainment,1490.01,Debit Card,Mumbai
2025-07-25,Spotify,Entertainment,3947.04,Cash,Chennai
2026-02-17,Netflix,Entertainment,4630.24,Debit Card,Mumbai
2025-05-30,Uber,Travel,4767.6,Cash,Kolkata
2026-01-23,Movie Ticket,Entertainment,3028.51,UPI,Pune
2026-01-24,Cafe,Food,4991.93,Debit Card,Mumbai
2026-02-09,Electricity Bill,Bills,2534.59,Credit Card,Bangalore
2025-05-26,Swiggy,Food,2102.99,Credit Card,Delhi
2025-06-21,Metro,Travel,2046.38,Cash,Chennai
2025-10-27,Flipkart,Shopping,1634.4,Cash,Bangalore
2025-05-15,Uber,Travel,663.72,Debit Card,Hyderabad
2025-05-26,Flipkart,Shopping,4318.74,Debit Card,Kolkata
2026-01-30,Internet Bill,Bills,4593.94,UPI,Pune
2026-02-04,Netflix,Entertainment,3633.3,Cash,Chennai
2026-03-01,Spotify,Entertainment,4343.06,Debit Card,Hyderabad
2025-09-28,Restaurant,Food,1135.49,Debit Card,Bangalore
2025-10-11,Internet Bill,Bills,4564.3,Credit Card,Bangalore
2025-05-22,Uber,Travel,2940.87,Cash,Kolkata
2025-10-15,Flight,Travel,103.25,Cash,Pune
2025-04-08,Mall,Shopping,2957.65,Credit Card,Kolkata
2025-07-10,Swiggy,Food,2446.63,Cash,Mumbai
2025-10-01,Mall,Shopping,2294.72,Debit Card,Bangalore
2025-10-31,Mall,Shopping,2155.02,Credit Card,Pune
2026-02-07,Mall,Shopping,2786.91,Cash,Bangalore
2025-10-26,Spotify,Entertainment,2566.97,Credit Card,Pune
2026-03-01,Mall,Shopping,3927.99,UPI,Bangalore
2025-06-21,Uber,Travel,2141.99,Credit Card,Bangalore
2025-05-07,Amazon,Shopping,2622.67,Credit Card,Chennai
2025-05-08,Uber,Travel,4998.28,Cash,Bangalore
2025-12-19,Mall,Shopping,3617.19,Cash,Pune
2026-02-11,Flipkart,Shopping,4243.84,Credit Card,Bangalore
2025-09-21,Netflix,Entertainment,1534.56,Credit Card,Bangalore
2026-02-10,Amazon,Shopping,1613.23,Credit Card,Bangalore
2025-05-09,Flipkart,Shopping,1384.12,Cash,Bangalore
2025-08-28,Movie Ticket,Entertainment,4816.58,Credit Card,Kolkata
2025-07-08,Flipkart,Shopping,274.44,Credit Card,Delhi
2025-07-14,Netflix,Entertainment,3363.31,Cash,Hyderabad
2025-10-24,Spotify,Entertainment,1546.17,Credit Card,Delhi
2026-02-18,Spotify,Entertainment,241.1,Cash,Chennai
2025-07-24,Metro,Travel,499.59,Debit Card,Mumbai
2025-07-13,Restaurant,Food,3013.74,UPI,Chennai
2026-02-10,Ola,Travel,1507.16,Debit Card,Mumbai
2026-02-05,Spotify,Entertainment,3820.48,UPI,Bangalore
2025-06-13,Spotify,Entertainment,3149.05,Debit Card,Mumbai
2025-03-21,Electricity Bill,Bills,204.91,Debit Card,Hyderabad
2025-05-21,Amazon,Shopping,4770.01,Credit Card,Bangalore
2025-10-01,Flipkart,Shopping,3952.85,Credit Card,Pune
2025-03-12,Uber,Travel,4376.7,Cash,Hyderabad
2025-07-24,Cafe,Food,1438.24,UPI,Mumbai
2025-04-28,Metro,Travel,3632.15,Cash,Chennai
2026-01-30,Spotify,Entertainment,2528.31,Cash,Delhi
2025-09-27,Amazon,Shopping,423.44,UPI,Delhi
2025-06-09,Electricity Bill,Bills,1337.29,UPI,Pune
2025-10-24,Amazon,Shopping,1007.63,Credit Card,Kolkata
2025-05-03,Flipkart,Shopping,4755.04,Debit Card,Delhi
2026-02-14,Flipkart,Shopping,1451.09,Cash,Pune
2026-02-06,Mall,Shopping,2606.87,Debit Card,Kolkata
2025-09-03,Spotify,Entertainment,3728.72,UPI,Delhi
2026-02-06,Spotify,Entertainment,932.15,Cash,Delhi
2025-04-26,Uber,Travel,1109.31,Debit Card,Chennai
2025-12-07,Spotify,Entertainment,210.14,UPI,Pune
2025-09-26,Movie Ticket,Entertainment,4324.76,UPI,Mumbai
2025-12-21,Flight,Travel,3779.81,UPI,Kolkata
2025-03-10,Mall,Shopping,972.26,Credit Card,Hyderabad
2026-01-17,Cafe,Food,4862.58,Credit Card,Pune
2025-04-12,Spotify,Entertainment,2630.09,Cash,Chennai
2025-03-26,Internet Bill,Bills,771.05,Cash,Bangalore
2025-10-28,Restaurant,Food,501.43,Debit Card,Kolkata
2025-07-18,Restaurant,Food,357.67,UPI,Chennai
2025-07-17,Internet Bill,Bills,710.72,Credit Card,Kolkata
2025-06-13,Uber,Travel,842.05,Credit Card,Kolkata
2025-11-19,Swiggy,Food,4134.39,Debit Card,Delhi
2025-04-30,Flight,Travel,1038.89,Debit Card,Bangalore
2025-10-13,Flight,Travel,1492.99,UPI,Hyderabad
2025-12-03,Swiggy,Food,3156.05,Debit Card,Delhi
2025-06-17,Restaurant,Food,1779.99,Credit Card,Pune
2026-01-07,Netflix,Entertainment,2013.07,Cash,Hyderabad
2025-12-30,Ola,Travel,2206.7,Cash,Bangalore
2025-05-14,Mall,Shopping,913.2,UPI,Chennai
2025-05-29,Spotify,Entertainment,149.69,UPI,Hyderabad
2025-09-27,Electricity Bill,Bills,3209.12,Debit Card,Mumbai
2025-11-02,Netflix,Entertainment,4178.74,UPI,Pune
2026-01-18,Internet Bill,Bills,4399.11,Cash,Kolkata
2025-09-25,Spotify,Entertainment,3420.27,Debit Card,Hyderabad
2025-03-14,Zomato,Food,1367.7,UPI,Mumbai
2025-04-05,Movie Ticket,Entertainment,3647.38,UPI,Pune
2026-02-21,Swiggy,Food,878.17,Credit Card,Chennai
2026-03-05,Flipkart,Shopping,2852.14,Debit Card,Mumbai
2025-11-20,Ola,Travel,233.47,UPI,Mumbai
2025-04-01,Amazon,Shopping,1702.83,Credit Card,Bangalore
2025-10-28,Swiggy,Food,3968.66,UPI,Kolkata
2025-07-19,Flipkart,Shopping,2583.72,UPI,Bangalore
2026-01-22,Flipkart,Shopping,4220.98,Debit Card,Hyderabad
2025-05-01,Mall,Shopping,302.96,Cash,Hyderabad
2025-08-11,Internet Bill,Bills,3336.87,Debit Card,Hyderabad
2026-02-04,Flipkart,Shopping,4484.82,Debit Card,Bangalore
2025-05-13,Uber,Travel,1560.57,Debit Card,Delhi
2025-03-28,Zomato,Food,986.94,UPI,Mumbai
2025-06-11,Ola,Travel,1436.94,Debit Card,Bangalore
2025-11-29,Mall,Shopping,3174.93,Debit Card,Bangalore
2025-07-12,Flipkart,Shopping,1221.73,UPI,Delhi
2025-10-14,Restaurant,Food,1527.36,UPI,Mumbai
2025-12-15,Restaurant,Food,1118.05,UPI,Delhi
2025-08-10,Flipkart,Shopping,2801.4,Debit Card,Delhi
2025-06-27,Movie Ticket,Entertainment,1833.5,UPI,Delhi
2025-06-07,Amazon,Shopping,267.29,Credit Card,Kolkata
2025-08-20,Metro,Travel,2005.92,Credit Card,Pune
2025-08-30,Ola,Travel,541.57,Credit Card,Mumbai
2025-07-06,Cafe,Food,3869.09,Debit Card,Delhi
2025-05-19,Zomato,Food,4570.63,Debit Card,Chennai
2025-10-10,Ola,Travel,2647.8,UPI,Bangalore
2025-08-20,Mall,Shopping,2351.39,Credit Card,Pune
2026-01-18,Restaurant,Food,4467.67,Cash,Bangalore
2025-08-19,Flight,Travel,1004.54,Cash,Chennai
2026-02-25,Spotify,Entertainment,4894.52,UPI,Hyderabad
2025-07-09,Mall,Shopping,2036.82,UPI,Hyderabad
2025-05-05,Ola,Travel,913.04,Cash,Delhi
2025-07-16,Spotify,Entertainment,1263.57,Credit Card,Chennai
2025-10-07,Swiggy,Food,4440.38,Debit Card,Delhi
2025-12-27,Electricity Bill,Bills,3799.95,UPI,Mumbai
2025-06-22,Movie Ticket,Entertainment,4556.45,Credit Card,Kolkata
2025-09-04,Spotify,Entertainment,4898.38,UPI,Chennai
2025-11-05,Mobile Recharge,Bills,4961.6,UPI,Kolkata
2025-10-11,Internet Bill,Bills,4742.0,UPI,Pune
2025-03-12,Uber,Travel,4340.98,UPI,Bangalore
2025-10-08,Internet Bill,Bills,2360.79,Cash,Chennai
2025-05-01,Flipkart,Shopping,2166.83,Credit Card,Pune
2025-10-22,Ola,Travel,4212.44,UPI,Bangalore
2025-10-09,Zomato,Food,2746.65,Debit Card,Hyderabad
2025-06-19,Internet Bill,Bills,2670.93,UPI,Hyderabad
2025-10-05,Mobile Recharge,Bills,395.31,Cash,Kolkata
2026-01-24,Amazon,Shopping,508.75,Cash,Chennai
2025-09-30,Mall,Shopping,1106.67,UPI,Hyderabad
2025-11-04,Netflix,Entertainment,222.71,Cash,Hyderabad
2025-07-30,Mobile Recharge,Bills,221.99,Cash,Chennai
2025-05-27,Flight,Travel,4072.13,Debit Card,Chennai
2025-10-22,Amazon,Shopping,3464.86,Cash,Delhi
2025-05-07,Movie Ticket,Entertainment,849.75,Debit Card,Mumbai
2025-10-15,Amazon,Shopping,3936.82,Cash,Hyderabad
2025-08-07,Flight,Travel,1853.73,Credit Card,Mumbai
2026-02-22,Cafe,Food,349.41,Cash,Kolkata
2025-12-01,Movie Ticket,Entertainment,3870.06,UPI,Hyderabad
2025-03-26,Mobile Recharge,Bills,2849.57,UPI,Mumbai
2026-02-15,Mobile Recharge,Bills,1553.02,Credit Card,Chennai
2025-11-03,Mall,Shopping,3201.96,Credit Card,Pune
2025-03-14,Restaurant,Food,3925.52,Credit Card,Kolkata
2025-06-10,Movie Ticket,Entertainment,463.13,UPI,Bangalore
2025-05-26,Uber,Travel,4305.34,Cash,Kolkata
2026-01-21,Mall,Shopping,1034.42,Cash,Mumbai
2025-07-18,Spotify,Entertainment,2459.34,UPI,Delhi
2025-03-27,Spotify,Entertainment,1834.26,Credit Card,Kolkata
2026-01-29,Flipkart,Shopping,3040.92,UPI,Bangalore
2025-06-29,Zomato,Food,1394.08,UPI,Bangalore
2026-01-01,Metro,Travel,3845.23,Credit Card,Bangalore
2025-04-29,Netflix,Entertainment,2625.47,Cash,Hyderabad
2025-05-09,Ola,Travel,2891.8,Debit Card,Kolkata
2025-08-19,Metro,Travel,985.39,Debit Card,Pune
2025-04-16,Movie Ticket,Entertainment,3665.15,UPI,Chennai
2025-07-21,Flipkart,Shopping,3313.91,Debit Card,Bangalore
2025-07-10,Flipkart,Shopping,93.87,UPI,Delhi
2025-09-17,Spotify,Entertainment,4104.49,Cash,Chennai
2025-12-24,Metro,Travel,850.27,Credit Card,Mumbai
2025-05-01,Mobile Recharge,Bills,4963.79,Credit Card,Chennai
2025-06-13,Uber,Travel,566.12,Cash,Kolkata
2026-02-24,Flight,Travel,4951.66,Debit Card,Hyderabad
2026-02-07,Zomato,Food,4185.21,Credit Card,Bangalore
2025-08-29,Swiggy,Food,1759.91,Debit Card,Bangalore
2025-04-04,Amazon,Shopping,272.96,UPI,Chennai
2025-06-04,Swiggy,Food,3646.25,Cash,Hyderabad
2025-04-03,Ola,Travel,3573.49,Cash,Hyderabad
2025-09-03,Metro,Travel,4159.11,Cash,Bangalore
2025-11-16,Restaurant,Food,2381.38,Credit Card,Delhi
2025-12-21,Spotify,Entertainment,869.46,UPI,Hyderabad
2026-01-01,Netflix,Entertainment,2865.0,Credit Card,Chennai
2025-08-17,Mobile Recharge,Bills,2095.52,UPI,Bangalore
2025-10-19,Restaurant,Food,2141.49,Debit Card,Pune
2025-09-02,Uber,Travel,3051.26,Cash,Mumbai
2025-07-06,Zomato,Food,2175.25,Debit Card,Pune
2025-08-04,Flipkart,Shopping,442.54,Debit Card,Mumbai
2025-03-19,Flight,Travel,1997.68,UPI,Hyderabad
2025-12-28,Swiggy,Food,3085.75,Cash,Hyderabad
2025-09-15,Spotify,Entertainment,1746.81,Credit Card,Kolkata
2025-06-28,Ola,Travel,3605.8,UPI,Kolkata
2025-09-03,Netflix,Entertainment,612.76,Cash,Hyderabad
2025-06-21,Movie Ticket,Entertainment,273.24,Cash,Kolkata
2025-12-04,Uber,Travel,1883.6,Debit Card,Kolkata
2025-11-25,Flight,Travel,319.31,UPI,Delhi
2026-01-17,Spotify,Entertainment,813.81,Cash,Chennai
2025-03-25,Electricity Bill,Bills,3596.24,Cash,Hyderabad
2025-11-28,Swiggy,Food,2679.2,Debit Card,Delhi
2025-08-22,Flipkart,Shopping,1656.04,Debit Card,Delhi
2025-12-30,Spotify,Entertainment,2477.55,Credit Card,Chennai
2025-05-09,Netflix,Entertainment,4632.9,UPI,Delhi
2025-11-21,Flipkart,Shopping,3958.5,Credit Card,Mumbai
2026-01-08,Spotify,Entertainment,3596.61,Debit Card,Hyderabad
2025-05-22,Swiggy,Food,3819.03,Cash,Chennai
2026-02-08,Ola,Travel,2958.35,Cash,Kolkata
2025-06-05,Flight,Travel,4782.43,Cash,Pune
2025-10-24,Metro,Travel,3712.89,Debit Card,Pune
2025-04-06,Mall,Shopping,1138.78,Credit Card,Pune
2025-03-31,Ola,Travel,4761.65,Cash,Delhi
2025-04-05,Amazon,Shopping,1173.34,Credit Card,Bangalore
2025-03-11,Movie Ticket,Entertainment,4647.68,Credit Card,Mumbai
2025-11-13,Flipkart,Shopping,1627.73,Cash,Bangalore
2025-11-07,Cafe,Food,2178.31,Debit Card,Delhi
2026-02-28,Spotify,Entertainment,1686.4,Cash,Delhi
2025-08-25,Metro,Travel,1219.51,UPI,Bangalore
2025-10-23,Movie Ticket,Entertainment,4835.78,Debit Card,Mumbai
2025-04-10,Mall,Shopping,2803.45,UPI,Bangalore
2025-11-23,Restaurant,Food,3283.21,Credit Card,Kolkata
2025-11-18,Flight,Travel,656.75,Cash,Bangalore
2025-11-25,Amazon,Shopping,3482.16,Cash,Pune
2026-01-07,Movie Ticket,Entertainment,1230.69,Debit Card,Mumbai
2025-04-23,Amazon,Shopping,1208.37,Debit Card,Hyderabad
2025-03-16,Flipkart,Shopping,266.3,Cash,Delhi
2025-09-20,Zomato,Food,2501.93,Credit Card,Delhi
2025-11-02,Mobile Recharge,Bills,1641.12,UPI,Delhi
2025-06-08,Restaurant,Food,128.99,Credit Card,Chennai
2025-11-17,Cafe,Food,3627.02,Cash,Chennai
2026-01-17,Internet Bill,Bills,3154.43,UPI,Pune
2025-08-18,Cafe,Food,3201.04,Credit Card,Bangalore
2025-06-18,Mobile Recharge,Bills,640.11,UPI,Pune
2026-01-21,Ola,Travel,2067.63,Debit Card,Mumbai
2025-05-05,Ola,Travel,3469.91,Credit Card,Mumbai
